link_text,main_image_src,description_text
"Rahul Gandhi’s bike odyssey continues in Ladakh, reaches Lamayuru",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/rahul-gandhi-220240-16x9.jpg?VersionId=OSslv1wzM0n8Rrl4fmmwuA19wltlOOha&size=690:388,"Listen to Story Congress leader Rahul Gandhi on Tuesday reached Lamayuru, known for its ancient monastery and incredible landscape, riding a motorcycle from Leh town, a party leader said. Gandhi, who is currently on a  covered a distance of about 130 km to reach Lamayuru where he will stay overnight before moving to Zanskar, a tehsil of Kargil district, on Wednesday. He will be in Kargil town on Thursday. The 53-year-old leader returned to Leh from Nubra valley on the motorcycle on Monday and was given a warm welcome by people in the main market in the evening, Congress spokesperson and leader of opposition in Ladakh Autonomous Hill Development Council (LAHDC), Leh, Tsering Namgyal told PTI. Gandhi reached Ladakh on August 17 and is scheduled to visit Kargil in the next couple of days during his over week-long tour of the region, his first after the region was granted UT status after being carved out from Jammu and Kashmir in August 2019. “Bharat Jodo is deeply rooted in every Indian’s heart and mind. The resonating chant of ‘Bharat Mata Ki Jai’ echoing through the streets of Leh serves as a strong example of this unity. No power can suppress this voice, brimming with affection and camaraderie,” Gandhi wrote on his social media account. The Wayanad MP also shared pictures and a video where he was seen holding a tricolour while meeting a group of veterans on the first floor of a building and waving to cheering crowd gathering on the streets of Leh main market. Namgyal, who took the former Congress president through the main market, said Gandhi walked to some fruit vendors on the roadside to ""know about their problems amid inflation"". “The people who gathered around chanted slogans in praise of Gandhi and also took selfies with him,” he said, adding Gandhi also interacted with a family living in the town. On Saturday, Gandhi rode a motorcycle from Leh to Pangong Lake and stayed overnight to celebrate the birth anniversary of his father and former Prime Minister Rajiv Gandhi the next day. On his return from Nubra valley on the motorcycle, Gandhi took pictures at Khardungla, the world's highest motorable road at a height of 18,380 feet. On his way to Lamayuru along the Leh-Kargil national highway, Gandhi stopped at the famous magnetic hill and had lunch at famous Alchi Kitchen, Namgyal, who accompanied Gandhi on the trip, said."
"Action directors of 'Inception', 'Avengers' team up for Shah Rukh's 'Jawan'",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/shah-rukh-khans-jawan-clips-leaked-online-133235-16x9_1.jpg?VersionId=ABICtkvJxbTXvGAOAOQXWJm_cLb45Awo&size=690:388,"Listen to Story Shah Rukh Khan's much-awaited film 'Jawan' is all set to release, and an exciting revelation about the movie has recently come to light.   with not one, but six internationally renowned action directors. 'Jawan' is one of the most anticipated films of 2023. Fans are excited to see the Atlee and Shah Rukh Khan collaboration. The film also boasts a group of very famous action directors. Among this dynamic team, the notable name of Spiro Razatos shines through. Known for his exceptional contributions to Hollywood blockbusters like 'The Fast and the Furious,' 'Captain America,' and 'Teenage Mutant Ninja Turtles,' Razatos has already worked with Khan in the 2011 film 'Ra One,' where the actor displayed his gravity-defying stunts. Another influential figure from the action directors' collective is Yannick Ben, who has crafted thrilling action sequences for acclaimed movies such as 'Transporter 3,' 'Dunkirk,' and 'Inception.' Ben has also left his mark on popular Telugu and Hindi releases like 'Raees' and 'Tiger Zinda Hai.' Adding to the team's stature is Craig Macrae, celebrated for his creative vision in movies like 'Mad Max: Fury Road' and 'Avengers: Age of Ultron.' His inclusion further elevates the excitement around 'Jawan.' Kecha Khamphakdee, a recipient of the National Film Award, is also part of this illustrious lineup. Known for his impactful contributions to 'Baahubali 2: The Conclusion,' Khamphakdee's involvement promises some incredible action sequences. Sunil Rodrigues and Anal Arasu, the final two members of this extraordinary team, have already left their mark on mesmerizing action sequences in hits like 'Shershaah,' 'Sooryavanshi,' 'Sultan,' and 'Kick.' Watch 'Jawan' prevue here; Directed by Atlee, ""Jawan"" is set to hit theaters on September 7. The movie will be released in Hindi, Tamil, and Telugu.  . The film features SRK in a double role - an intelligence officer and a thief. The film also features Nayanthara and Vijay Sethupathi in key roles, among others. The Atlee-directorial is being produced by Shah Rukh Khan’s banner, Red Chillies Entertainment, and was slated to release on June 2, 2023. The film will now release on September 7."
"Clashes during religious procession in Bihar's East Champaran, locals blame cops",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/mirzapur-clashes-223856-16x9.jpg?VersionId=zCpfeZKJwQ_mYMRcw6dzSgGwH1_ezTRb&size=690:388,"Listen to Story An uneasy calm prevailed in Mirzapur village in Bihar’s East Champaran on Tuesday following reports of communal clashes. The locals, for their part, blamed police inaction over the violent incidents in the area. Communal clashes had erupted in three separate locations in East Champaran on Monday, as incidents of stone pelting were reported during the Nag Panchami processions in areas under the Mehasi, Kalyanpur, and Darpa police stations. The live footage of these stone-pelting incidents prompted the concerned district administration to deploy a heavy police presence in the affected areas to prevent a recurrence of the events that transpired in East Champaran on Monday. Several houses were damaged, and shops were destroyed during the clashes. Locals narrated their harrowing experiences and accused the local police of either delayed action or complete inaction. Asghari Khatoon, a sexagenarian, recounted her experience to India Today. She stated that she was at her shop when the Nagpanchami procession reached Mirzapur. Asghari claimed that the participants of the procession, in the presence of local police, tore down religious flags that had been installed on both sides of the road. Another local resident, Imran, who was in the market at the time, received a call from his home warning him to stay in the market due to the tense situation in Mirzapur. Imran told India Today that his motorcycle, parked outside his residence, was vandalised by the hooligans. He blamed the local police for their delayed response, which he believes exacerbated the entire situation. Shahjahan Khatoon sustained a knee injury during the rampage that occurred in Mirzapur on Monday evening. Tears welled up in her eyes as she recounted her ordeal. Shahjahan said that her shop was looted by the participants of the Nag Panchami procession, and she was assaulted during the incident. She claimed that most of the culprits were teenagers who carried stones in one hand and swords in the other. Homemaker Johra Khatoon was gripped with fear as she heard stones striking her doors. She was in the midst of preparing a meal for her family while her daughter did her homework. Speaking to India Today, Johra claimed that those who caused havoc in Mirzapur belonged to the nearby locality of Purani Mehasi. She accused the local police of hurling abuse at the locals, even as they witnessed their homes and shops being vandalised."
India,,"Joe Biden will discuss a range of global issues during the summit, such as a clean energy transition, climate change, the impacts of the Ukraine war, and boosting the capabilities of multilateral development banks, including the World Bank. Writing to his Himachal Pradesh counterpart Sukhvinder Singh Sukhu, MK Stalin said he was anguished by the loss and devastation suffered by the hill state due to heavy rains and landslides. Tamil Nadu BJP president K Annamalai said Rajinikanth was showing respect to Yogi Adityanath by touching his feet. He asked ""what was wrong"" with the act.   Several houses were damaged and shops were destroyed as clashes broke out in Bihar’s East Champaran on Monday. Rahul Gandhi, who is currently on a tour of the Union Territory of Ladakh, covered a distance of about 130 km to reach Lamayuru on Tuesday. The leaders of the INDIA bloc, including chief ministers of five states, as well as former Congress leader Sonia Gandhi are expected to arrive in Mumbai on August 31. After the Tamil Nadu Governor RN Ravi returned a file on appointment of Chairman of the state Public Service Commission, the DMK charged that the Governor is acting with an ""ulterior motive"".  FETSU, the student body, has urged the Jadavpur University administration to hold an all-stakeholders meeting to take necessary steps to eradicate ragging from the campus. Almost two weeks after Karnataka Deputy Chief Minister DK Shivakumar warned of strict action against illegal hoardings, the Bengaluru civic body slapped Rs 50,000 fine on him for an illegal hoarding in front of the Congress office.  The centre's decision to impose 40 per cent export duty on onion has put farmers in Nashik in trouble. As the demand dropped, they have started destroying their stocks.  President Droupadi Murmu arrived in Goa for a three-day visit earlier in the day, and was responding to a civic reception hosted for her at Raj Bhavan. Pashupati Paras also said he will contest the 2024 Lok Sabha polls from the Hajipur seat in Bihar, claiming Ram Vilas Paswan had asked him to fight from the constituency even in 2019. Premoday Khakha’s lawyer claimed that he had vasectomy done years ago and there was no chance of the minor getting pregnant. Four individuals, including the warden have been booked after only 11 out of 100 registered girl students were found present during a surprise inspection at a school in Uttar Pradesh.  The woman home guard accused the senior IPS officer’s wife of verbally abusing her and beating her up if she failed to perform her job properly. The Enforcement Directorate has alleged that the Bengal-based firm collected more than Rs 200 crore from the investors with the promise of giving higher returns. Congress leader Mani Shankar Aiyar called for resumption of dialogue with Pakistan, saying that people in our neighbouring nation did not regard India as an enemy country. The Mamata Banerjee-led TMC government in Bengal is mulling to table a bill in the state Assembly to observe April 15 as ""Paschimbanga Dibas"" along with a proposal to create a state anthem. Chennai doctors performed a heart transplant operation on an 18-month-old baby girl from Bulgaria, giving her a new lease of life. The Congress in Kerala on Tuesday questioned how safe rail travel was in the state in the wake of increasing incidents of stone pelting on trains."
Tamil Nadu announces Rs 10 crore assistance to rain-hit Himachal Pradesh,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/tamil-nadu-chief-minister-mk-stalin-103543-16x9_2.jpg?VersionId=rHzq73esIVYeirUhfdB07_cDMoI.XKHo&size=690:388,"Listen to Story Tamil Nadu Chief Minister MK Stalin on Tuesday announced Rs 10 crore contribution towards relief initiatives to rain-hit Himachal Pradesh and pledged all possible support. Writing to his Himachal Pradesh counterpart Sukhvinder Singh Sukhu, Stalin said he was anguished by the loss and devastation suffered by the hill state due to heavy rains and landslides. “My thoughts are with all those who have been affected by the natural calamityâæas a token gesture, the government of Tamil Nadu is contributing a sum of Rs 10 crore towards the relief works in your State. Kindly accept the same.” Expressing the support of the Tamil Nadu government and the people, Stalin said, “if there is anything that we can do to assist in the recovery efforts, please do not hesitate to let me know.” An official release here said Sukhvinder Singh spoke to Stalin over phone and conveyed to him information on damage due to rain and related incidents and government’s relief initiatives. Stalin commended the efforts of the Himachal government in reaching out to the affected people. The CM said he is confident that under Sukhu’s leadership, Himachal Pradesh would “recover and rebuild soon.” The state governments of Rajasthan (Rs 15 crore) and Chhattisgarh (Rs 11 crore) had announced financial assistance to Himachal Pradesh. "
"5 chief ministers, 80 politicians likely to attend INDIA bloc meet in Mumbai",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/5-chief-ministers--80-politicians-likely-to-attend-india-bloc-meet-in-mumbai-222857-16x9.jpeg?VersionId=rWIsi30PjHFzpcRT_3NtVLdzrqSUiXeC&size=690:388,"Listen to Story As many as 80 leaders from 26 political parties along with 5 chief ministers from the Opposition bloc are expected to attend the third  , Maha Vikas Aghadi (MVA) leaders told India Today. The third meeting of the INDIA alliance will take place on August 31 and September 1.  The scheduled meeting will take place at the Grand Hyatt Hotel.  To finalise finer details of the event, senior leaders of MVA including Shiv Sena (UBT) chief Uddhav Thackeray and NCP supremo Sharad Pawar along with some Congress leaders will meet at the Grand Hyatt hotel on Wednesday. The logo of the  is likely to be unveiled during the meeting, sources said. Earlier in the day, a delegation of MVA leaders including MPs Supriya Sule, Anil Desai, MLA Varsha Gaikwad, Leader of Opposition in the Legislative Council Ambadas Danve and Sanjay Nirupam met Commissioner of Police Vivek Phansalkar to discuss the security arrangements. MVA leaders added that the agenda for the meeting would be finalised in Delhi. A discussion is possible on drafting a Common Minimum Programme (CMP) and  . The leaders of the INDIA bloc, including chief ministers of five states, as well as former Congress leader Sonia Gandhi are expected to arrive in the metropolis before 6 pm on August 31. The Indian National Developmental Inclusive Alliance, known by its abbreviation INDIA, is an opposition front announced by the leaders of 26 parties to contest the 2024 Lok Sabha elections to challenge the incumbent Bharatiya Janata Party-led National Democratic Alliance (NDA). The   in June and the second in Bengaluru last month.  Uddhav will host a dinner for the visiting dignitaries at the venue on August 31 and Congress will host the leaders for lunch the next day. While the Sena (UBT) is handling most of the logistics for the event, the NCP is expected to organise the reception of dignitaries. "
Dimple Kapadia watches Sunny Deol's 'Gadar 2' at Gaiety Galaxy,,"Dimple Kapadia recently was clicked outside Mumbai's Gaiety Galaxy. The veteran actor was there to watch Sunny Deol's blockbuster hit Gadar 2. Dimple looked her stunning self as she was dressed in classic blue jeans and a white shirt. Dimple also wore a bucket hat, which drew some attention from the crowd.  At one point, the actor also tried to be discreet about her appearance for the film as she turned away from the cameras.  On the work front, Dimple was last seen in Saas, Bahu Aur Flamingo. "
'What’s wrong?' Tamil Nadu BJP on Rajinikanth touching Yogi Adityanath's feet,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/annamalai-223853-16x9.jpg?VersionId=RcDv8zx22p_bhZGIbGTCd5rEhPqzPcZi&size=690:388,"Listen to Story Tamil Nadu BJP chief K Annamalai on Tuesday came out in support of superstar Rajinikanth, who is in the   for   during his visit to Lucknow. The BJP leader said Rajinikanth was ""showing respect"". ""Yogi ji is the head of the Gorakhpur mutt. People in Uttar Pradesh call him 'Maharaj'. So, if Rajinikanth falls on his feet, what's wrong with it? This doesn't mean one person is lesser than the other. It only shows that Rajinikanth respects Yogi ji and his spirituality. He has only shown his love and affection to Yogi ji,"" Annamalai said. He also said, ""There will be no end if some jobless political parties and their leaders start criticising everything."" Further, he alleged that there was an instance of a person falling at the feet of a DMK minister Anbil Mahesh to get Rs 20 from him. Annamalai also claimed ministers in Tamil Nadu are falling at the feet of Chief Minister MK Stalin. ""Recently we are seeing ministers falling at the feet of CM MK Stalin. Similarly, an MLA who is much senior to Udhayanidhi Stalin bowed down to him in the assembly. Why are people who are criticising Rajinikanth not talking about this?"" Annamalai asked. Annamalai also pointed out that Rajinikanth also   after meeting Yogi Adityanath. Rajinikanth shares a warm relationship with political party leaders, Annamalai said. Annamalai was responding to the remarks made by Viduthalai Chiruthaigal Katchi (VCK) chief Thirumavalavan, who stated that the ""cat is out of the bag"" when commenting about Rajinikanth's meeting with the UP Chief Minister. Rajinikanth's act of touching Yogi Adityanath's feet sparked a debate, with some people criticising him for touching the feet of someone younger than him. Some others claimed that it revealed Rajinikanth's allegiance to Yogi Adityanath's party, BJP. However, the Tamil   that it is his ""longstanding habit to show reverence to yogis or sanyasis by touching their feet"", regardless of their age."
Premier League: Alexis Mac Allister's red card overturned from Bournemouth game,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/alexis-mac-allister-222356-16x9.jpg?VersionId=kPJANdOhcdS7qdfKxU5Lky3nMIqG33uQ&size=690:388,"Listen to Story Liverpool have received a huge boost ahead of their Sunday clash against Newcastle. The club will have the services of midfielder Alexis Mac Allister who was shown a red card in Saturday's 3-1 Premier League win over Bournemouth. Football Association (FA) informed on Tuesday, 22 August that the red card had been overturned following a successful appeal to the committee. Alexis   red card from this challenge? It is very harsh ðå 
— Argentina Latest News (@LatestTango)  Mac Allister was shown a red card for a high tackle on Ryan Christie in the 58th minute. The sending off seemed harsh, with Bournemouth manager Andoni Iraola saying after the match that it ""did not look like a red card"". ""An independent Regulatory Commission has removed Alexis Mac Allister's three-match suspension following a claim of wrongful dismissal,"" the FA said in a statement. Liverpool are fifth in the Premier League standings with four points from two games. They travel to face Newcastle United on Sunday. Liverpool fought back to claim a 3-1 victory over Bournemouth in the Premier League on Saturday, with manager Juergen Klopp praising his side's poise under pressure after they conceded the first goal at Anfield. Liverpool were caught napping in the opening five minutes, as Bournemouth had a goal disallowed for offside before taking the lead through Antoine Semenyo in the third minute. However, the hosts did well to overcome their stutter, with goals from Mohamed Salah and Diogo Jota sealing the points after Luis Diaz had cancelled out Semenyo's strike. ""Horrible start to the game. I thought the first goal we conceded was offside and a wake up call. OK, you take that. And then a minute later we conceded a regular goal which is not cool,"" Klopp told Sky Sports. ""We needed a few minutes to shake it off and then we were really good. The second half it changed completely because all of a sudden we were 10 men but scored the third goal, which is very important in this moment. ""It gave us energy. It is second match day and tough. It was surprisingly hot today, so it was intense for the boys but we fought through that and didn't concede anymore, got the three points and that is all that I need."""
Shah Rukh Khan and Nayanthara's 'Jawan' gets U/A certificate by censor board,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/shah-rukh-khans-jawan-clips-leaked-online-133235-16x9_2.jpg?VersionId=kn2__WpfkvybFlRRnXqcPO4ZQ1G7vDrm&size=690:388,"Listen to Story Fans have been waiting for updates on Shah Rukh Khan's much-awaited film 'Jawan'. The Central Board of Film Certification(CBFC) has finally provided a U/A certificate to the film. Since the release of the film's prevue, it has been one of the top trends on Twitter.   Helmed by Atlee, the film has a run time of 2 hours and 49 minutes. According to the latest update, 'Jawan' has received a U/A certificate.   The film's first song 'Zinda Banda' was shot on a grand scale of over Rs 15 crore, featuring King Khan dancing alongside more than 1000 female dancers.  Watch 'Jawan' prevue here: As the countdown for the film's release started, fans and followers flooded social media with memes and wishes. 'Jawan' releases worldwide in theatres on September 7, 2023, in Hindi, Tamil, and Telugu languages.   Deepika Padukone will also be seen in the film in a cameo.  The film is touted to be a commercial entertainer and features the actor in a double role - an intelligence officer and a thief. The film was shot across Pune, Mumbai, Hyderabad, Chennai, Rajasthan and Aurangabad. Anirudh Ravichander was chosen to compose for the film, and would thus mark his debut as a solo composer in Bollywood."
'Kalki 2898 AD' team shares unseen clip of Prabhas on Chiranjeevi's birthday,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/kalki-2898-ad-222349-16x9.jpg?VersionId=5Pt7U2va0_Lt_wXlRyDIxVSdtta2FG_Z&size=690:388,"Listen to Story Prabhas' highly anticipated film 'Kalki 2898 AD' is a sci-fi film which features Amitabh Bachchan, Kamal Haasan and Deepika Padukone in the lead roles.  . Today, on August 22, megastar Chiranjeevi is celebrating his 68th birthday. To wish the veteran actor on his special day, the makers of 'Kalki 2898 AD' took to social media to share an unseen clip of Prabhas from the film.  Prabhas, who reportedly decided to take a break from his busy schedule to undergo knee surgery, will be next seen in 'Salaar: Part 1'. The makers of 'Kalki 2898 AD' took to Twitter to share a new clip of the actor from the film. The caption read, ""Straight from the hearts and the editing room of #Kalki2898AD. Here's wishing our Megstar @KChiruTweets garu an extraordinary birthday (sic)."" Take a look at the post here: Megastar Chiranjeevi is celebrating his 68th birthday(August 22). Meanwhile, social media was taken by storm with wishes and love for him.  . The film is written and directed by Nag Ashwin. It is produced on a massive budget of Rs 600 crore, making it the most expensive Indian film ever. 'Kalki 2898 AD' will be released in theatres in January 2024."
